,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
363,MSC,Fibroblast,VEGFC,ITGB1,Ligand,Receptor,2.7030000000000003
364,MSC,Megakaryocyte,VEGFC,ITGB1,Ligand,Receptor,2.58
365,MSC,Neural,VCAN,ITGB1,Ligand,Receptor,2.842
366,MSC,MSC,VCAN,ITGB1,Ligand,Receptor,3.298
367,MSC,Fibroblast,VCAN,ITGB1,Ligand,Receptor,3.142
368,MSC,Megakaryocyte,VCAN,ITGB1,Ligand,Receptor,3.019
369,MSC,Myeloid,VCAN,ITGB1,Ligand,Receptor,2.842
370,MSC,Neural,VCAM1,ITGA4,Ligand,Receptor,2.98
371,MSC,MSC,VCAM1,ITGA4,Ligand,Receptor,2.98
372,MSC,Fibroblast,VCAM1,ITGA4,Ligand,Receptor,2.98
373,MSC,Megakaryocyte,VCAM1,ITGA4,Ligand,Receptor,3.412
374,MSC,Myeloid,VCAM1,ITGA4,Ligand,Receptor,3.405
375,Neural,Fibroblast,COL18A1,ITGA5,Ligand,Receptor,2.4530000000000003
376,MSC,Fibroblast,COL18A1,ITGA5,Ligand,Receptor,2.4530000000000003
377,Fibroblast,Fibroblast,COL18A1,ITGA5,Ligand,Receptor,2.4530000000000003
378,Megakaryocyte,Fibroblast,COL18A1,ITGA5,Ligand,Receptor,2.4530000000000003
379,Myeloid,Fibroblast,COL18A1,ITGA5,Ligand,Receptor,2.4530000000000003
380,Neural,MSC,COL18A1,ITGB5,Ligand,Receptor,2.426
381,MSC,MSC,COL18A1,ITGB5,Ligand,Receptor,2.426
382,Fibroblast,MSC,COL18A1,ITGB5,Ligand,Receptor,2.426
383,Megakaryocyte,MSC,COL18A1,ITGB5,Ligand,Receptor,2.426
384,Myeloid,MSC,COL18A1,ITGB5,Ligand,Receptor,2.426
385,Fibroblast,Neural,GPC1,COL18A1,Ligand,Receptor,2.315
386,Fibroblast,MSC,GPC1,COL18A1,Ligand,Receptor,2.315
387,Fibroblast,Fibroblast,GPC1,COL18A1,Ligand,Receptor,2.315
388,Fibroblast,Megakaryocyte,GPC1,COL18A1,Ligand,Receptor,2.315
389,Fibroblast,Myeloid,GPC1,COL18A1,Ligand,Receptor,2.315
390,MSC,Neural,VCAM1,ITGB1,Ligand,Receptor,2.8680000000000003
391,MSC,MSC,VCAM1,ITGB1,Ligand,Receptor,3.323
392,MSC,Fibroblast,VCAM1,ITGB1,Ligand,Receptor,3.168
393,MSC,Megakaryocyte,VCAM1,ITGB1,Ligand,Receptor,3.045
394,MSC,Myeloid,VCAM1,ITGB1,Ligand,Receptor,2.8680000000000003
395,MSC,Neural,CXCL16,CXCR6,Ligand,Receptor,2.579
396,MSC,MSC,CXCL16,CXCR6,Ligand,Receptor,2.579
397,MSC,Fibroblast,CXCL16,CXCR6,Ligand,Receptor,2.579
398,MSC,Megakaryocyte,CXCL16,CXCR6,Ligand,Receptor,2.579
399,MSC,Myeloid,CXCL16,CXCR6,Ligand,Receptor,2.579
400,MSC,Neural,BGN,LY96,Ligand,Receptor,2.519
401,MSC,MSC,BGN,LY96,Ligand,Receptor,2.717
402,MSC,Fibroblast,BGN,LY96,Ligand,Receptor,2.519
403,MSC,Megakaryocyte,BGN,LY96,Ligand,Receptor,2.667
404,Fibroblast,MSC,BGN,LY96,Ligand,Receptor,2.502
405,MSC,Neural,TNC,ITGAV,Ligand,Receptor,2.588
406,MSC,MSC,TNC,ITGAV,Ligand,Receptor,2.588
407,MSC,Fibroblast,TNC,ITGAV,Ligand,Receptor,2.588
408,MSC,Megakaryocyte,TNC,ITGAV,Ligand,Receptor,2.588
409,MSC,Myeloid,TNC,ITGAV,Ligand,Receptor,2.588
410,Myeloid,Neural,ADGRE5,CD55,Ligand,Receptor,2.064
411,Myeloid,MSC,ADGRE5,CD55,Ligand,Receptor,2.064
412,Myeloid,Fibroblast,ADGRE5,CD55,Ligand,Receptor,2.064
413,Myeloid,Megakaryocyte,ADGRE5,CD55,Ligand,Receptor,2.064
414,Myeloid,Myeloid,ADGRE5,CD55,Ligand,Receptor,2.064
415,Neural,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,2.571
416,MSC,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,2.571
417,Fibroblast,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,2.571
418,Megakaryocyte,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,2.571
419,Myeloid,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,2.571
420,Neural,Fibroblast,SGPP1,ITGA5,Ligand,Receptor,2.48
421,MSC,Fibroblast,SGPP1,ITGA5,Ligand,Receptor,2.48
422,Fibroblast,Fibroblast,SGPP1,ITGA5,Ligand,Receptor,2.48
423,Megakaryocyte,Fibroblast,SGPP1,ITGA5,Ligand,Receptor,2.48
424,Myeloid,Fibroblast,SGPP1,ITGA5,Ligand,Receptor,2.48
425,Megakaryocyte,Neural,CD53,IL4R,Ligand,Receptor,3.054
426,Megakaryocyte,MSC,CD53,IL4R,Ligand,Receptor,3.054
427,Megakaryocyte,Fibroblast,CD53,IL4R,Ligand,Receptor,3.054
428,Megakaryocyte,Megakaryocyte,CD53,IL4R,Ligand,Receptor,3.054
429,Megakaryocyte,Myeloid,CD53,IL4R,Ligand,Receptor,3.054
430,Neural,MSC,SDC4,CXCL12,Ligand,Receptor,3.228
431,MSC,MSC,SDC4,CXCL12,Ligand,Receptor,3.595
432,Fibroblast,MSC,SDC4,CXCL12,Ligand,Receptor,3.228
433,Megakaryocyte,MSC,SDC4,CXCL12,Ligand,Receptor,3.228
434,Myeloid,MSC,SDC4,CXCL12,Ligand,Receptor,3.228
435,MSC,Neural,RSPO1,LGR4,Ligand,Receptor,2.699
436,MSC,MSC,RSPO1,LGR4,Ligand,Receptor,2.699
437,MSC,Fibroblast,RSPO1,LGR4,Ligand,Receptor,2.699
438,MSC,Megakaryocyte,RSPO1,LGR4,Ligand,Receptor,2.699
439,MSC,Myeloid,RSPO1,LGR4,Ligand,Receptor,2.699
440,MSC,Neural,CALCOCO2,LGR4,Ligand,Receptor,2.303
441,MSC,MSC,CALCOCO2,LGR4,Ligand,Receptor,2.303
442,MSC,Fibroblast,CALCOCO2,LGR4,Ligand,Receptor,2.303
443,MSC,Megakaryocyte,CALCOCO2,LGR4,Ligand,Receptor,2.303
444,MSC,Myeloid,CALCOCO2,LGR4,Ligand,Receptor,2.303
445,MSC,Neural,CXCL12,CD4,Ligand,Receptor,3.239
446,MSC,MSC,CXCL12,CD4,Ligand,Receptor,3.3560000000000003
447,MSC,Fibroblast,CXCL12,CD4,Ligand,Receptor,3.239
448,MSC,Megakaryocyte,CXCL12,CD4,Ligand,Receptor,3.239
449,MSC,Myeloid,CXCL12,CD4,Ligand,Receptor,3.239
450,Neural,Fibroblast,PROS1,AXL,Ligand,Receptor,2.47
451,MSC,Fibroblast,PROS1,AXL,Ligand,Receptor,2.47
452,Fibroblast,Fibroblast,PROS1,AXL,Ligand,Receptor,2.47
453,Megakaryocyte,Fibroblast,PROS1,AXL,Ligand,Receptor,2.47
454,Myeloid,Fibroblast,PROS1,AXL,Ligand,Receptor,2.47
455,MSC,Neural,NID1,ITGB1,Ligand,Receptor,2.5660000000000003
456,Neural,MSC,NID1,ITGB1,Ligand,Receptor,2.457
457,MSC,MSC,NID1,ITGB1,Ligand,Receptor,3.0210000000000004
458,MSC,Fibroblast,NID1,ITGB1,Ligand,Receptor,2.865
459,MSC,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,2.742
460,Neural,MSC,VEGFA,NRP1,Ligand,Receptor,2.53
461,MSC,MSC,VEGFA,NRP1,Ligand,Receptor,2.679
462,Fibroblast,MSC,VEGFA,NRP1,Ligand,Receptor,2.609
463,Megakaryocyte,MSC,VEGFA,NRP1,Ligand,Receptor,2.53
464,Myeloid,MSC,VEGFA,NRP1,Ligand,Receptor,3.193
465,Fibroblast,Neural,TGM2,TBXA2R,Ligand,Receptor,2.487
466,Fibroblast,MSC,TGM2,TBXA2R,Ligand,Receptor,2.487
467,Fibroblast,Fibroblast,TGM2,TBXA2R,Ligand,Receptor,2.487
468,Fibroblast,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,2.487
469,Fibroblast,Myeloid,TGM2,TBXA2R,Ligand,Receptor,2.487
470,MSC,Neural,FBN1,ITGB1,Ligand,Receptor,2.68
471,MSC,MSC,FBN1,ITGB1,Ligand,Receptor,3.135
472,MSC,Fibroblast,FBN1,ITGB1,Ligand,Receptor,2.98
473,MSC,Megakaryocyte,FBN1,ITGB1,Ligand,Receptor,2.857
474,MSC,Myeloid,FBN1,ITGB1,Ligand,Receptor,2.68
475,MSC,Neural,FBN1,ITGA5,Ligand,Receptor,2.772
476,MSC,MSC,FBN1,ITGA5,Ligand,Receptor,2.837
477,MSC,Fibroblast,FBN1,ITGA5,Ligand,Receptor,3.0980000000000003
478,MSC,Megakaryocyte,FBN1,ITGA5,Ligand,Receptor,2.772
479,MSC,Myeloid,FBN1,ITGA5,Ligand,Receptor,2.772
480,MSC,Neural,FBN1,ITGAV,Ligand,Receptor,2.7910000000000004
481,MSC,MSC,FBN1,ITGAV,Ligand,Receptor,2.7910000000000004
482,MSC,Fibroblast,FBN1,ITGAV,Ligand,Receptor,2.7910000000000004
483,MSC,Megakaryocyte,FBN1,ITGAV,Ligand,Receptor,2.7910000000000004
484,MSC,Myeloid,FBN1,ITGAV,Ligand,Receptor,2.7910000000000004
485,Fibroblast,Neural,CTHRC1,FZD6,Ligand,Receptor,2.533
486,Fibroblast,MSC,CTHRC1,FZD6,Ligand,Receptor,2.533
487,Fibroblast,Fibroblast,CTHRC1,FZD6,Ligand,Receptor,2.533
488,Fibroblast,Megakaryocyte,CTHRC1,FZD6,Ligand,Receptor,2.533
489,Fibroblast,Myeloid,CTHRC1,FZD6,Ligand,Receptor,2.533
490,MSC,Neural,CXCL12,ITGB1,Ligand,Receptor,3.124
491,MSC,MSC,CXCL12,ITGB1,Ligand,Receptor,3.579
492,MSC,Fibroblast,CXCL12,ITGB1,Ligand,Receptor,3.424
493,MSC,Megakaryocyte,CXCL12,ITGB1,Ligand,Receptor,3.301
494,MSC,Myeloid,CXCL12,ITGB1,Ligand,Receptor,3.124
495,MSC,Neural,NID1,ITGAV,Ligand,Receptor,2.676
496,MSC,MSC,NID1,ITGAV,Ligand,Receptor,2.676
497,MSC,Fibroblast,NID1,ITGAV,Ligand,Receptor,2.676
498,MSC,Megakaryocyte,NID1,ITGAV,Ligand,Receptor,2.676
499,MSC,Myeloid,NID1,ITGAV,Ligand,Receptor,2.676
500,Neural,MSC,TIMP2,ITGB1,Ligand,Receptor,2.531
501,MSC,MSC,TIMP2,ITGB1,Ligand,Receptor,2.768
502,Fibroblast,MSC,TIMP2,ITGB1,Ligand,Receptor,2.639
503,MSC,Fibroblast,TIMP2,ITGB1,Ligand,Receptor,2.612
504,Fibroblast,Fibroblast,TIMP2,ITGB1,Ligand,Receptor,2.483
505,Neural,MSC,ADAM9,ITGB5,Ligand,Receptor,2.454
506,MSC,MSC,ADAM9,ITGB5,Ligand,Receptor,2.454
507,Fibroblast,MSC,ADAM9,ITGB5,Ligand,Receptor,2.454
508,Megakaryocyte,MSC,ADAM9,ITGB5,Ligand,Receptor,2.454
509,Myeloid,MSC,ADAM9,ITGB5,Ligand,Receptor,2.454
510,MSC,Neural,CALR,ITGA2B,Ligand,Receptor,2.451
511,MSC,MSC,CALR,ITGA2B,Ligand,Receptor,2.451
512,MSC,Fibroblast,CALR,ITGA2B,Ligand,Receptor,2.451
513,MSC,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,2.451
514,MSC,Myeloid,CALR,ITGA2B,Ligand,Receptor,2.451
515,MSC,Neural,CALR,ITGAV,Ligand,Receptor,2.471
516,MSC,MSC,CALR,ITGAV,Ligand,Receptor,2.471
517,MSC,Fibroblast,CALR,ITGAV,Ligand,Receptor,2.471
518,MSC,Megakaryocyte,CALR,ITGAV,Ligand,Receptor,2.471
519,MSC,Myeloid,CALR,ITGAV,Ligand,Receptor,2.471
520,Neural,Megakaryocyte,IL15,IL2RG,Ligand,Receptor,2.797
521,MSC,Megakaryocyte,IL15,IL2RG,Ligand,Receptor,2.797
522,Fibroblast,Megakaryocyte,IL15,IL2RG,Ligand,Receptor,2.797
523,Megakaryocyte,Megakaryocyte,IL15,IL2RG,Ligand,Receptor,2.797
524,Myeloid,Megakaryocyte,IL15,IL2RG,Ligand,Receptor,2.797
525,MSC,Neural,EFNB1,EPHB4,Ligand,Receptor,2.4290000000000003
526,MSC,MSC,EFNB1,EPHB4,Ligand,Receptor,2.4290000000000003
527,MSC,Fibroblast,EFNB1,EPHB4,Ligand,Receptor,2.4290000000000003
528,MSC,Megakaryocyte,EFNB1,EPHB4,Ligand,Receptor,2.4290000000000003
529,MSC,Myeloid,EFNB1,EPHB4,Ligand,Receptor,2.4290000000000003
530,MSC,Neural,EFNB1,EPHB6,Ligand,Receptor,2.467
531,MSC,MSC,EFNB1,EPHB6,Ligand,Receptor,2.467
532,MSC,Fibroblast,EFNB1,EPHB6,Ligand,Receptor,2.467
533,MSC,Megakaryocyte,EFNB1,EPHB6,Ligand,Receptor,2.467
534,MSC,Myeloid,EFNB1,EPHB6,Ligand,Receptor,2.467
535,MSC,Neural,EFNB1,ERBB2,Ligand,Receptor,2.437
536,MSC,MSC,EFNB1,ERBB2,Ligand,Receptor,2.437
537,MSC,Fibroblast,EFNB1,ERBB2,Ligand,Receptor,2.437
538,MSC,Megakaryocyte,EFNB1,ERBB2,Ligand,Receptor,2.437
539,MSC,Myeloid,EFNB1,ERBB2,Ligand,Receptor,2.437
540,Fibroblast,Neural,WNT5A,FZD3,Ligand,Receptor,2.365
541,Fibroblast,MSC,WNT5A,FZD3,Ligand,Receptor,2.365
542,Fibroblast,Fibroblast,WNT5A,FZD3,Ligand,Receptor,2.365
543,Fibroblast,Megakaryocyte,WNT5A,FZD3,Ligand,Receptor,2.365
544,Fibroblast,Myeloid,WNT5A,FZD3,Ligand,Receptor,2.365
545,Myeloid,Neural,LYZ,ITGAL,Ligand,Receptor,3.897
546,Myeloid,MSC,LYZ,ITGAL,Ligand,Receptor,3.897
547,Myeloid,Fibroblast,LYZ,ITGAL,Ligand,Receptor,3.897
548,Myeloid,Megakaryocyte,LYZ,ITGAL,Ligand,Receptor,3.897
549,Myeloid,Myeloid,LYZ,ITGAL,Ligand,Receptor,3.897
550,Neural,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,2.266
551,MSC,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,2.266
552,Fibroblast,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,2.266
553,Megakaryocyte,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,2.266
554,Myeloid,Fibroblast,GP1BA,SLC3A2,Ligand,Receptor,2.266
555,Fibroblast,Neural,CTHRC1,FZD3,Ligand,Receptor,2.533
556,Fibroblast,MSC,CTHRC1,FZD3,Ligand,Receptor,2.533
557,Fibroblast,Fibroblast,CTHRC1,FZD3,Ligand,Receptor,2.533
558,Fibroblast,Megakaryocyte,CTHRC1,FZD3,Ligand,Receptor,2.533
559,Fibroblast,Myeloid,CTHRC1,FZD3,Ligand,Receptor,2.533
560,MSC,Neural,HSP90B1,ASGR1,Ligand,Receptor,2.529
561,MSC,MSC,HSP90B1,ASGR1,Ligand,Receptor,2.529
562,MSC,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.529
563,MSC,Megakaryocyte,HSP90B1,ASGR1,Ligand,Receptor,2.529
564,MSC,Myeloid,HSP90B1,ASGR1,Ligand,Receptor,2.529
565,MSC,Neural,HSP90B1,ERBB2,Ligand,Receptor,2.53
566,MSC,MSC,HSP90B1,ERBB2,Ligand,Receptor,2.53
567,MSC,Fibroblast,HSP90B1,ERBB2,Ligand,Receptor,2.53
568,MSC,Megakaryocyte,HSP90B1,ERBB2,Ligand,Receptor,2.53
569,MSC,Myeloid,HSP90B1,ERBB2,Ligand,Receptor,2.53
570,Neural,MSC,PDAP1,PDGFRB,Ligand,Receptor,2.735
571,MSC,MSC,PDAP1,PDGFRB,Ligand,Receptor,2.664
572,Fibroblast,MSC,PDAP1,PDGFRB,Ligand,Receptor,2.891
573,Megakaryocyte,MSC,PDAP1,PDGFRB,Ligand,Receptor,2.702
574,Myeloid,MSC,PDAP1,PDGFRB,Ligand,Receptor,2.781
575,Fibroblast,Megakaryocyte,LGALS9,HAVCR2,Ligand,Receptor,2.296
576,Megakaryocyte,Neural,LGALS9,HAVCR2,Ligand,Receptor,2.369
577,Megakaryocyte,Fibroblast,LGALS9,HAVCR2,Ligand,Receptor,2.369
578,Megakaryocyte,Megakaryocyte,LGALS9,HAVCR2,Ligand,Receptor,2.517
579,Megakaryocyte,Myeloid,LGALS9,HAVCR2,Ligand,Receptor,2.369
580,MSC,Neural,LAMC1,ITGB4,Ligand,Receptor,2.446
581,MSC,MSC,LAMC1,ITGB4,Ligand,Receptor,2.446
582,MSC,Fibroblast,LAMC1,ITGB4,Ligand,Receptor,2.446
583,MSC,Megakaryocyte,LAMC1,ITGB4,Ligand,Receptor,2.446
584,MSC,Myeloid,LAMC1,ITGB4,Ligand,Receptor,2.446
585,Neural,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.764
586,MSC,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.764
587,Fibroblast,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.764
588,Megakaryocyte,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.764
589,Myeloid,MSC,PDGFD,PDGFRB,Ligand,Receptor,2.764
590,Fibroblast,Neural,SLC3A2,THBD,Ligand,Receptor,2.269
591,Fibroblast,MSC,SLC3A2,THBD,Ligand,Receptor,2.269
592,Fibroblast,Fibroblast,SLC3A2,THBD,Ligand,Receptor,2.269
593,Fibroblast,Megakaryocyte,SLC3A2,THBD,Ligand,Receptor,2.269
594,Fibroblast,Myeloid,SLC3A2,THBD,Ligand,Receptor,2.269
595,MSC,Neural,FST,BMPR2,Ligand,Receptor,2.631
596,MSC,MSC,FST,BMPR2,Ligand,Receptor,2.631
597,MSC,Fibroblast,FST,BMPR2,Ligand,Receptor,2.631
598,MSC,Megakaryocyte,FST,BMPR2,Ligand,Receptor,2.631
599,MSC,Myeloid,FST,BMPR2,Ligand,Receptor,2.631
600,MSC,Neural,BMP5,BMPR2,Ligand,Receptor,2.994
601,MSC,MSC,BMP5,BMPR2,Ligand,Receptor,2.994
602,MSC,Fibroblast,BMP5,BMPR2,Ligand,Receptor,2.994
603,MSC,Megakaryocyte,BMP5,BMPR2,Ligand,Receptor,2.994
604,MSC,Myeloid,BMP5,BMPR2,Ligand,Receptor,2.994
605,Neural,Myeloid,SELP,CD24,Ligand,Receptor,4.394
606,MSC,Myeloid,SELP,CD24,Ligand,Receptor,4.394
607,Fibroblast,Myeloid,SELP,CD24,Ligand,Receptor,4.394
608,Megakaryocyte,Myeloid,SELP,CD24,Ligand,Receptor,4.394
609,Myeloid,Myeloid,SELP,CD24,Ligand,Receptor,4.394
610,MSC,Neural,EFNA1,EPHB6,Ligand,Receptor,2.781
611,MSC,MSC,EFNA1,EPHB6,Ligand,Receptor,2.781
612,MSC,Fibroblast,EFNA1,EPHB6,Ligand,Receptor,2.781
613,MSC,Megakaryocyte,EFNA1,EPHB6,Ligand,Receptor,2.781
614,MSC,Myeloid,EFNA1,EPHB6,Ligand,Receptor,2.781
615,Neural,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.572
616,MSC,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.764
617,Fibroblast,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.572
618,Megakaryocyte,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.572
619,Myeloid,MSC,SEMA4A,PLXNB2,Ligand,Receptor,2.572
620,Neural,MSC,DYSF,QDPR,Ligand,Receptor,2.28
621,MSC,MSC,DYSF,QDPR,Ligand,Receptor,2.28
622,Fibroblast,MSC,DYSF,QDPR,Ligand,Receptor,2.28
623,Megakaryocyte,MSC,DYSF,QDPR,Ligand,Receptor,2.28
624,Myeloid,MSC,DYSF,QDPR,Ligand,Receptor,2.28
625,Neural,MSC,LTB4R2,TNFRSF1A,Ligand,Receptor,2.809
626,MSC,MSC,LTB4R2,TNFRSF1A,Ligand,Receptor,2.809
627,Fibroblast,MSC,LTB4R2,TNFRSF1A,Ligand,Receptor,2.809
628,Megakaryocyte,MSC,LTB4R2,TNFRSF1A,Ligand,Receptor,2.809
629,Myeloid,MSC,LTB4R2,TNFRSF1A,Ligand,Receptor,2.809
630,Neural,MSC,LTB4R2,LTBR,Ligand,Receptor,2.6710000000000003
631,MSC,MSC,LTB4R2,LTBR,Ligand,Receptor,2.6710000000000003
632,Fibroblast,MSC,LTB4R2,LTBR,Ligand,Receptor,2.6710000000000003
633,Megakaryocyte,MSC,LTB4R2,LTBR,Ligand,Receptor,2.6710000000000003
634,Myeloid,MSC,LTB4R2,LTBR,Ligand,Receptor,2.6710000000000003
635,Fibroblast,Neural,ARFGAP1,INSR,Ligand,Receptor,2.374
636,MSC,MSC,ARFGAP1,INSR,Ligand,Receptor,2.375
637,Fibroblast,MSC,ARFGAP1,INSR,Ligand,Receptor,2.532
638,Fibroblast,Fibroblast,ARFGAP1,INSR,Ligand,Receptor,2.374
639,Fibroblast,Myeloid,ARFGAP1,INSR,Ligand,Receptor,2.374
640,Myeloid,Neural,JAG1,CD46,Ligand,Receptor,2.861
641,Myeloid,MSC,JAG1,CD46,Ligand,Receptor,3.033
642,Myeloid,Fibroblast,JAG1,CD46,Ligand,Receptor,2.861
643,Myeloid,Megakaryocyte,JAG1,CD46,Ligand,Receptor,2.972
644,Myeloid,Myeloid,JAG1,CD46,Ligand,Receptor,3.1460000000000004
645,MSC,Neural,LAMB2,ITGB4,Ligand,Receptor,2.476
646,MSC,MSC,LAMB2,ITGB4,Ligand,Receptor,2.476
647,MSC,Fibroblast,LAMB2,ITGB4,Ligand,Receptor,2.476
648,MSC,Megakaryocyte,LAMB2,ITGB4,Ligand,Receptor,2.476
649,MSC,Myeloid,LAMB2,ITGB4,Ligand,Receptor,2.476
650,MSC,Neural,COL14A1,CD44,Ligand,Receptor,2.696
651,MSC,MSC,COL14A1,CD44,Ligand,Receptor,2.752
652,MSC,Fibroblast,COL14A1,CD44,Ligand,Receptor,2.885
653,MSC,Megakaryocyte,COL14A1,CD44,Ligand,Receptor,2.786
654,MSC,Myeloid,COL14A1,CD44,Ligand,Receptor,2.696
655,Neural,MSC,NCAM1,FGFR1,Ligand,Receptor,2.62
656,MSC,MSC,NCAM1,FGFR1,Ligand,Receptor,2.7230000000000003
657,Fibroblast,MSC,NCAM1,FGFR1,Ligand,Receptor,2.699
658,Megakaryocyte,MSC,NCAM1,FGFR1,Ligand,Receptor,2.62
659,Myeloid,MSC,NCAM1,FGFR1,Ligand,Receptor,2.62
660,MSC,Neural,LTBP3,ITGB5,Ligand,Receptor,2.371
661,Neural,MSC,LTBP3,ITGB5,Ligand,Receptor,2.403
662,MSC,MSC,LTBP3,ITGB5,Ligand,Receptor,2.6660000000000004
663,Fibroblast,MSC,LTBP3,ITGB5,Ligand,Receptor,2.465
664,MSC,Fibroblast,LTBP3,ITGB5,Ligand,Receptor,2.371
665,MSC,Neural,BMP4,BMPR2,Ligand,Receptor,2.419
666,MSC,MSC,BMP4,BMPR2,Ligand,Receptor,2.419
667,MSC,Fibroblast,BMP4,BMPR2,Ligand,Receptor,2.419
668,MSC,Megakaryocyte,BMP4,BMPR2,Ligand,Receptor,2.419
669,MSC,Myeloid,BMP4,BMPR2,Ligand,Receptor,2.419
670,Neural,MSC,SORBS1,ITGA1,Ligand,Receptor,2.502
671,MSC,MSC,SORBS1,ITGA1,Ligand,Receptor,2.502
672,Fibroblast,MSC,SORBS1,ITGA1,Ligand,Receptor,2.502
673,Megakaryocyte,MSC,SORBS1,ITGA1,Ligand,Receptor,2.502
674,Myeloid,MSC,SORBS1,ITGA1,Ligand,Receptor,2.502
675,Neural,MSC,SORBS1,ITGB5,Ligand,Receptor,2.476
676,MSC,MSC,SORBS1,ITGB5,Ligand,Receptor,2.476
677,Fibroblast,MSC,SORBS1,ITGB5,Ligand,Receptor,2.476
678,Megakaryocyte,MSC,SORBS1,ITGB5,Ligand,Receptor,2.476
679,Myeloid,MSC,SORBS1,ITGB5,Ligand,Receptor,2.476
680,Neural,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.69
681,MSC,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.69
682,Fibroblast,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.69
683,Megakaryocyte,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.69
684,Myeloid,MSC,PDGFC,PDGFRA,Ligand,Receptor,2.69
685,Neural,MSC,PDGFC,PDGFRB,Ligand,Receptor,2.73
686,MSC,MSC,PDGFC,PDGFRB,Ligand,Receptor,2.73
687,Fibroblast,MSC,PDGFC,PDGFRB,Ligand,Receptor,2.73
688,Megakaryocyte,MSC,PDGFC,PDGFRB,Ligand,Receptor,2.73
689,Myeloid,MSC,PDGFC,PDGFRB,Ligand,Receptor,2.73
690,Neural,MSC,FGF2,NRP1,Ligand,Receptor,2.588
691,MSC,MSC,FGF2,NRP1,Ligand,Receptor,2.588
692,Fibroblast,MSC,FGF2,NRP1,Ligand,Receptor,2.588
693,Megakaryocyte,MSC,FGF2,NRP1,Ligand,Receptor,2.588
694,Myeloid,MSC,FGF2,NRP1,Ligand,Receptor,2.588
695,Fibroblast,Neural,TGM2,ADGRG1,Ligand,Receptor,2.489
696,Fibroblast,MSC,TGM2,ADGRG1,Ligand,Receptor,2.591
697,Fibroblast,Fibroblast,TGM2,ADGRG1,Ligand,Receptor,2.489
698,Fibroblast,Megakaryocyte,TGM2,ADGRG1,Ligand,Receptor,2.489
699,Fibroblast,Myeloid,TGM2,ADGRG1,Ligand,Receptor,2.489
700,Myeloid,Neural,JAG1,NOTCH3,Ligand,Receptor,2.8710000000000004
701,Myeloid,MSC,JAG1,NOTCH3,Ligand,Receptor,2.898
702,Myeloid,Fibroblast,JAG1,NOTCH3,Ligand,Receptor,2.938
703,Myeloid,Megakaryocyte,JAG1,NOTCH3,Ligand,Receptor,2.8710000000000004
704,Myeloid,Myeloid,JAG1,NOTCH3,Ligand,Receptor,2.8710000000000004
705,MSC,Neural,APOE,VLDLR,Ligand,Receptor,3.145
706,MSC,MSC,APOE,VLDLR,Ligand,Receptor,3.095
707,MSC,Fibroblast,APOE,VLDLR,Ligand,Receptor,3.095
708,MSC,Megakaryocyte,APOE,VLDLR,Ligand,Receptor,3.095
709,MSC,Myeloid,APOE,VLDLR,Ligand,Receptor,3.095
710,Fibroblast,Neural,COL1A1,CD36,Ligand,Receptor,2.69
711,Fibroblast,MSC,COL1A1,CD36,Ligand,Receptor,2.829
712,Fibroblast,Fibroblast,COL1A1,CD36,Ligand,Receptor,2.69
713,Fibroblast,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,2.69
714,Fibroblast,Myeloid,COL1A1,CD36,Ligand,Receptor,2.69
715,Neural,Neural,CD9,HBEGF,Ligand,Receptor,2.256
716,Neural,MSC,CD9,HBEGF,Ligand,Receptor,2.256
717,Neural,Fibroblast,CD9,HBEGF,Ligand,Receptor,2.256
718,Neural,Megakaryocyte,CD9,HBEGF,Ligand,Receptor,2.256
719,Neural,Myeloid,CD9,HBEGF,Ligand,Receptor,2.256
720,Neural,Fibroblast,HBEGF,CD44,Ligand,Receptor,2.344
721,MSC,Fibroblast,HBEGF,CD44,Ligand,Receptor,2.344
